area,h1,h2,h3,h4,h5,h6,h7
3379,0.198681,0.0103892,0.000169684,1.02182e-05,6.74318e-11,-5.88417e-07,4.20104e-10,
5853.5,0.255963,0.0178464,0.0038591,0.000913395,9.0279e-07,7.01879e-06,-1.45799e-06,
13608.5,0.433756,0.0381314,0.00141721,0.000105303,3.76637e-08,1.7677e-05,-1.53716e-08,
2170,0.292539,0.0409813,0.00796824,0.000801119,-5.38027e-07,-6.42085e-05,-1.95126e-06,
5938.5,0.208117,0.00650674,0.00228043,0.000427021,3.06431e-07,1.35004e-05,-2.89254e-07,
13346.5,0.43611,0.0409335,0.000968254,0.000105449,3.36027e-08,2.05126e-05,2.48496e-09,
5971.5,0.213365,0.00716496,0.00271858,0.000480454,3.67962e-07,1.02456e-05,-4.07566e-07,
13467.5,0.432596,0.0397209,0.000833399,9.25439e-05,2.57007e-08,1.72335e-05,1.01031e-10,
4171,0.204283,0.00505644,0.00209371,0.000408372,3.72078e-07,2.18969e-05,-6.43972e-08,
13463.5,0.432724,0.0397568,0.00082861,9.08874e-05,2.4941e-08,1.69462e-05,2.17763e-10,
4171,0.204283,0.00505644,0.00209371,0.000408372,3.72078e-07,2.18969e-05,-6.43972e-08,
13279,0.442132,0.0430385,0.00108028,0.000105751,3.54818e-08,1.99578e-05,-4.31669e-09,
13278,0.442147,0.0430421,0.00107926,0.00010536,3.5267e-08,1.98742e-05,-4.29977e-09,
13203.5,0.443928,0.0430154,0.00116762,0.000130423,5.08596e-08,2.54697e-05,-1.92576e-09,
13347.5,0.437961,0.0407794,0.00112106,0.000112222,3.97569e-08,2.17555e-05,1.94094e-09,
13363.5,0.437887,0.0406942,0.00117834,0.000120757,4.55516e-08,2.31445e-05,-1.1252e-10,
13270.5,0.438035,0.0408483,0.00122262,0.000148643,6.33488e-08,2.86704e-05,1.51859e-09,
13184,0.444939,0.0431064,0.000875912,0.000106816,3.15857e-08,2.18931e-05,8.35812e-09,
13179,0.445027,0.0431065,0.000884937,0.00010724,3.19936e-08,2.19695e-05,8.23481e-09,
13152,0.444888,0.0433353,0.000950134,0.000104545,3.2315e-08,2.12772e-05,6.43479e-09,
13094,0.447299,0.0435868,0.0010035,0.000115019,3.85787e-08,2.33396e-05,6.21545e-09,
13210,0.446933,0.0442169,0.0009894,0.000122427,4.17473e-08,2.52072e-05,8.52557e-09,
13088,0.450139,0.0447382,0.0010815,0.000132751,4.9195e-08,2.76472e-05,1.04854e-08,
13323,0.443332,0.0417598,0.000880516,0.000111536,3.4688e-08,2.18993e-05,4.30118e-09,
13323,0.443332,0.0417598,0.000880516,0.000111536,3.4688e-08,2.18993e-05,4.30118e-09,
13317.5,0.443006,0.04182,0.000939497,0.000112693,3.63565e-08,2.22783e-05,4.77333e-09,
13357,0.44192,0.0409549,0.000913235,0.000131637,4.4847e-08,2.59295e-05,8.47911e-09,
13390.5,0.441021,0.0407478,0.000856572,0.000117017,3.57445e-08,2.33212e-05,9.7381e-09,
13388,0.441181,0.0406629,0.000809743,0.00010226,2.82138e-08,2.037e-05,8.35919e-09,
13554.5,0.438438,0.040643,0.000798279,0.000105213,2.94143e-08,2.09361e-05,8.03447e-09,
13484,0.439447,0.0403407,0.000844348,0.000113332,3.31765e-08,2.2638e-05,1.13315e-08,
13506,0.438676,0.0403708,0.00086051,0.000125758,3.93072e-08,2.50868e-05,1.28989e-08,
13541,0.439903,0.0404416,0.000905156,0.000128117,4.11708e-08,2.56862e-05,1.44365e-08,
13549.5,0.439126,0.0404807,0.000856739,0.00014017,4.65699e-08,2.80051e-05,1.3809e-08,
13630,0.4388,0.04024,0.000903405,0.000127738,4.09396e-08,2.55148e-05,1.43838e-08,
13603.5,0.442407,0.0408473,0.00110697,0.00015722,5.95302e-08,3.17745e-05,2.75329e-08,
13731.5,0.441881,0.040929,0.00109854,0.000164104,6.42642e-08,3.31996e-05,2.69242e-08,
13753.5,0.441022,0.0405153,0.00100344,0.000148409,5.31139e-08,2.98645e-05,2.14218e-08,
13753.5,0.44096,0.0405374,0.000992264,0.000148204,5.25689e-08,2.98349e-05,2.16e-08,
13859,0.439969,0.0406295,0.000952458,0.000136333,4.20753e-08,2.73505e-05,2.53614e-08,
13840.5,0.439844,0.0398133,0.000949961,0.000156443,5.01076e-08,3.07683e-05,3.35632e-08,
13835,0.439544,0.0400102,0.000780123,0.000123715,2.81279e-08,2.36403e-05,2.61917e-08,
13827.5,0.440067,0.0400203,0.000887014,0.000145294,3.97e-08,2.79295e-05,3.38314e-08,
13997.5,0.440876,0.0404938,0.00079993,0.000129163,2.89867e-08,2.45089e-05,2.97235e-08,
13951.5,0.441365,0.0411073,0.000790381,0.000133877,2.49227e-08,2.42478e-05,3.57125e-08,
13942,0.442295,0.0411347,0.000794865,0.000134257,2.46141e-08,2.40656e-05,3.62999e-08,
13917.5,0.442861,0.041517,0.00079141,0.000140004,2.66467e-08,2.51721e-05,3.82332e-08,
14039,0.441169,0.0412207,0.00084396,0.000133621,2.24225e-08,2.30656e-05,3.88676e-08,
1948.5,0.784037,0.547683,0.0925661,0.0751669,0.0062603,0.0505912,0.000348145,
13997.5,0.441265,0.0415404,0.000854848,0.000146076,2.32822e-08,2.47852e-05,4.60707e-08,
2345.5,0.62558,0.342159,0.0368182,0.0283638,0.000914387,0.0148278,6.3575e-05,
14131.5,0.438407,0.0419687,0.000959305,0.000168381,2.88968e-08,2.80143e-05,6.11938e-08,
2321,0.750688,0.503891,0.046876,0.0277871,0.000988387,0.0160204,0.000169757,
14117.5,0.439892,0.0421396,0.00090906,0.0001622,2.64059e-08,2.69156e-05,5.64088e-08,
13961,0.443952,0.0437013,0.000824219,0.000178602,1.78058e-08,2.62494e-05,6.61712e-08,
13944,0.445248,0.044014,0.000893382,0.000203706,3.17036e-08,3.21586e-05,8.09117e-08,
13989,0.442621,0.043413,0.000896191,0.000198399,1.58374e-08,2.61932e-05,8.21456e-08,
13840.5,0.445865,0.0438258,0.00106818,0.000208548,9.0702e-09,2.51298e-05,9.80124e-08,
13891,0.444364,0.0434557,0.00101192,0.000187351,3.50233e-09,2.16224e-05,8.14999e-08,
13759,0.449834,0.0448026,0.00108745,0.000265078,3.24507e-08,3.40325e-05,1.38571e-07,
13920,0.443724,0.0437165,0.000967611,0.000223123,3.53996e-09,2.24768e-05,1.03613e-07,
13896,0.444466,0.0440239,0.000919373,0.000202823,-5.20952e-09,1.82195e-05,8.74285e-08,
13921.5,0.444101,0.0437229,0.00097439,0.000203815,-2.89587e-09,1.90473e-05,9.0782e-08,
13896,0.443761,0.0441022,0.00101541,0.000276263,2.84565e-08,3.22425e-05,1.43526e-07,
13754.5,0.448965,0.0458232,0.00105123,0.0002655,-7.66467e-09,2.32387e-05,1.40054e-07,
13765.5,0.449935,0.0467807,0.00130046,0.000321862,5.89986e-09,3.17307e-05,2.08151e-07,
13570,0.454486,0.0475384,0.00141346,0.000386686,4.82226e-08,4.47791e-05,2.8178e-07,
13559.5,0.455005,0.0476314,0.00143324,0.000397336,5.64896e-08,4.71029e-05,2.94475e-07,
13574,0.453666,0.0473021,0.00148269,0.000384815,4.83016e-08,4.47752e-05,2.86631e-07,
13547,0.456703,0.0487026,0.00151188,0.000346333,1.88354e-08,3.65821e-05,2.49901e-07,
13439,0.458865,0.0502742,0.00157766,0.00040508,4.27116e-08,4.59756e-05,3.21001e-07,
13401.5,0.459855,0.05036,0.00161199,0.000425187,5.57456e-08,4.99795e-05,3.47565e-07,
13165,0.470096,0.053766,0.00174865,0.000410589,5.52663e-08,4.84218e-05,3.43489e-07,
12821,0.487491,0.0592483,0.00200014,0.000483193,1.74225e-07,7.70442e-05,4.41916e-07,
12851,0.487962,0.0585186,0.00185205,0.000485357,1.3287e-07,6.95375e-05,4.40569e-07,
12443,0.515884,0.0646926,0.00235852,0.000514991,2.48525e-07,9.19771e-05,5.10266e-07,
12403,0.517408,0.0657613,0.00228893,0.000531683,2.79617e-07,9.82881e-05,5.15597e-07,
12141.5,0.535671,0.0706479,0.00250733,0.000618718,4.12917e-07,0.000122663,6.50667e-07,
6140,0.3276,0.0693393,0.00222322,0.000186448,7.1011e-08,6.31485e-06,9.67836e-08,
5461,0.3304,0.0642535,0.0033175,0.000328271,3.3911e-07,6.22198e-05,-4.85902e-08,
6132,0.325892,0.0690233,0.00196008,0.000184784,8.01641e-08,1.33243e-05,7.70761e-08,
5422.5,0.330606,0.0657039,0.0031156,0.000342635,3.50852e-07,6.74722e-05,-4.72001e-08,
6169,0.326934,0.069149,0.00218513,0.000218938,1.15836e-07,1.91619e-05,9.7539e-08,
5437.5,0.328959,0.0649128,0.0031662,0.000369821,3.97425e-07,7.36217e-05,-4.68929e-08,
6172,0.326795,0.0690824,0.00218679,0.000219247,1.16005e-07,1.91393e-05,9.7927e-08,
5420,0.329646,0.0651768,0.00322181,0.000384352,4.25622e-07,7.78705e-05,-4.21501e-08,
6145.5,0.325387,0.0681293,0.00202133,0.000191952,9.34541e-08,1.71553e-05,7.45811e-08,
5451.5,0.329736,0.0626512,0.00396622,0.000520918,7.38574e-07,0.000121296,1.23083e-07,
12096,0.540488,0.0764745,0.00304857,0.00109368,5.75481e-07,0.000168141,1.91233e-06,
12191.5,0.535512,0.0753874,0.00300552,0.00100352,3.72483e-07,0.000137727,1.70254e-06,
12153,0.535513,0.0761208,0.00328287,0.00102686,4.14835e-07,0.000149859,1.83915e-06,
12353.5,0.524816,0.0752894,0.00336773,0.00117481,6.49953e-07,0.000175535,2.24458e-06,
12463.5,0.51458,0.0732019,0.003272,0.00135647,1.00741e-06,0.000209582,2.67429e-06,
12474,0.514064,0.0730572,0.00316502,0.00129577,8.66845e-07,0.000193105,2.4768e-06,
12480,0.513832,0.0729393,0.0031687,0.00129598,8.74901e-07,0.00019353,2.47625e-06,
12714,0.495313,0.0700257,0.00278128,0.00118286,5.55501e-07,0.000151221,2.0723e-06,
12875.5,0.481154,0.0684297,0.00250105,0.00100189,1.45451e-07,8.658e-05,1.57927e-06,
13029.5,0.473384,0.0672844,0.00208603,0.00084777,-5.57776e-09,4.46486e-05,1.12738e-06,
13042.5,0.472835,0.0673186,0.00212907,0.000864281,4.59335e-08,5.40767e-05,1.1715e-06,
12861,0.478426,0.0730158,0.00278766,0.00100717,1.93548e-07,9.41882e-05,1.67648e-06,
12788,0.478287,0.0737688,0.0033596,0.00115298,3.33451e-07,0.000123745,2.24459e-06,
12687,0.482675,0.0776798,0.00346435,0.00114172,3.18176e-07,0.000121245,2.24824e-06,
12732,0.478053,0.0758989,0.00322897,0.00126224,5.23236e-07,0.000122284,2.49396e-06,
12689,0.478774,0.0762009,0.00329133,0.00129882,5.89917e-07,0.000135135,2.61979e-06,
