area,h1,h2,h3,h4,h5,h6,h7
11982,1.42699,0.884124,0.200371,0.0691052,-0.00812225,-0.0601902,-0.000392583,
11982,1.42699,0.884124,0.200371,0.0691052,-0.00812225,-0.0601902,-0.000392583,
12144.5,1.42091,0.869008,0.198523,0.0683029,-0.00791437,-0.0576325,-0.000788983,
12209,1.41608,0.86551,0.197684,0.0686061,-0.00792769,-0.0574123,-0.000993468,
12258.5,1.41074,0.861303,0.198106,0.0683583,-0.00786635,-0.0565891,-0.00118384,
12257.5,1.41082,0.861326,0.198083,0.0683617,-0.00786895,-0.0566348,-0.0011672,
12391,1.412,0.861242,0.195532,0.0676883,-0.00767326,-0.055257,-0.00132697,
12413.5,1.41022,0.856069,0.199763,0.0683969,-0.0078948,-0.056012,-0.00126102,
12563,1.39621,0.83323,0.198271,0.0684487,-0.00781127,-0.0545084,-0.00160278,
12569,1.39565,0.832875,0.197571,0.0681061,-0.00775667,-0.0544822,-0.00149933,
12564,1.40208,0.846182,0.200874,0.0685636,-0.00785349,-0.0543471,-0.0017514,
12666,1.39631,0.846075,0.190762,0.0662501,-0.00738576,-0.0545094,-0.000958988,
12566,1.40483,0.863659,0.195681,0.0677672,-0.00773124,-0.0560501,-0.00106139,
12671.5,1.39914,0.845162,0.191727,0.0671605,-0.00757962,-0.0559874,-0.000793236,
12678.5,1.39886,0.845597,0.190777,0.0668292,-0.00751437,-0.0559592,-0.000689349,
12643.5,1.40556,0.870601,0.188835,0.0651592,-0.00717287,-0.0549771,-0.000889207,
12768.5,1.39768,0.846841,0.187424,0.0652171,-0.00720734,-0.0561222,-0.000207708,
12736.5,1.40291,0.8593,0.185777,0.0645003,-0.00702297,-0.0578061,0.000727623,
12736.5,1.40291,0.8593,0.185777,0.0645003,-0.00702297,-0.0578061,0.000727623,
12652,1.41572,0.874374,0.193395,0.0658067,-0.00742269,-0.0581059,0.000129403,
12762,1.39725,0.851487,0.191119,0.0659839,-0.007376,-0.055594,-0.000707332,
12741.5,1.39743,0.847943,0.191901,0.0664785,-0.00742487,-0.0548641,-0.0011183,
12718.5,1.39964,0.846018,0.188265,0.0660607,-0.00735978,-0.0564407,-0.000329764,
12718.5,1.39964,0.846018,0.188265,0.0660607,-0.00735978,-0.0564407,-0.000329764,
12674.5,1.38993,0.837148,0.174085,0.0643618,-0.00663375,-0.0581367,0.00155148,
12589.5,1.39636,0.837624,0.186011,0.0678454,-0.00761062,-0.0580023,-0.000410065,
12530,1.39889,0.845446,0.184429,0.0669723,-0.00743661,-0.0575464,-0.000312177,
12523.5,1.39897,0.844938,0.185416,0.0672781,-0.0075035,-0.0576127,-0.000401377,
12455,1.39952,0.854421,0.17809,0.0656238,-0.00708128,-0.058264,0.000430024,
12490,1.39733,0.840554,0.185559,0.0670703,-0.00747265,-0.0577057,-0.000380324,
12345,1.40971,0.854959,0.192584,0.06959,-0.00804747,-0.0603021,-0.000375161,
12329,1.40885,0.850736,0.193111,0.0703347,-0.00814772,-0.0598471,-0.000897939,
12328,1.40873,0.850363,0.19348,0.0704305,-0.00817007,-0.0598753,-0.000919458,
12268,1.41433,0.863035,0.192041,0.0698677,-0.00802839,-0.0597918,-0.0010208,
12222,1.41931,0.868031,0.195547,0.0708362,-0.00829456,-0.0613081,-0.000840041,
12260.5,1.41202,0.853296,0.195928,0.0720667,-0.00845728,-0.0608279,-0.00134446,
12268.5,1.41027,0.85096,0.195892,0.0720723,-0.00845376,-0.060699,-0.00136782,
12393.5,1.40171,0.832439,0.195113,0.0707856,-0.00823623,-0.0594062,-0.00116908,
12275,1.4089,0.865856,0.193493,0.068696,-0.00781905,-0.0586858,-0.00126099,
12314.5,1.40966,0.842812,0.19689,0.0722216,-0.00834493,-0.0583889,-0.0021288,
12320.5,1.40832,0.835769,0.19899,0.0730786,-0.008644,-0.0607834,-0.00171528,
12316.5,1.40867,0.836138,0.199097,0.0731569,-0.00866409,-0.0609,-0.00169892,
12304,1.40391,0.847123,0.192796,0.0717286,-0.00798278,-0.05736,-0.00272491,
12249,1.41611,0.852234,0.199311,0.0740723,-0.00843453,-0.0591781,-0.0031403,
12252,1.41929,0.85227,0.200753,0.0769502,-0.0085258,-0.0579605,-0.00433396,
12251,1.41931,0.852457,0.200608,0.0769345,-0.00852175,-0.0579773,-0.00432784,
12239,1.41711,0.85246,0.210201,0.0764436,-0.00949913,-0.0646069,-0.00191438,
12261,1.42742,0.857875,0.210677,0.0772658,-0.00973706,-0.0664438,-0.00153956,
12310,1.4304,0.864145,0.212471,0.0765343,-0.00952283,-0.0650162,-0.00213685,
12301,1.43169,0.865237,0.212187,0.0764598,-0.00955847,-0.0655808,-0.00186579,
12489.5,1.4196,0.85135,0.207926,0.075071,-0.00899118,-0.0613726,-0.0026696,
12633.5,1.41552,0.860578,0.189985,0.0691785,-0.00784164,-0.0598887,-0.00118578,
12612.5,1.41851,0.883439,0.184159,0.0662205,-0.00731227,-0.0604831,8.93962e-05,
12633.5,1.42617,0.892564,0.182772,0.0659559,-0.00722674,-0.0610276,0.000464154,
12633.5,1.42617,0.892564,0.182772,0.0659559,-0.00722674,-0.0610276,0.000464154,
12835,1.41718,0.896651,0.165906,0.0609793,-0.00612693,-0.0563633,0.00028302,
12853,1.42056,0.903043,0.162166,0.0595636,-0.00582334,-0.0558009,0.000598254,
12848,1.41648,0.910414,0.162566,0.0588158,-0.00574403,-0.0549279,0.00028609,
12848,1.41648,0.910414,0.162566,0.0588158,-0.00574403,-0.0549279,0.00028609,
12793.5,1.41968,0.921483,0.162289,0.0586195,-0.00568578,-0.0555707,0.000601531,
12841.5,1.42453,0.922156,0.158314,0.0583101,-0.00553872,-0.0555954,0.000842389,
12710,1.4384,0.92535,0.169022,0.0619741,-0.00624838,-0.0593428,0.00109085,
12655,1.43352,0.912398,0.178749,0.0653736,-0.00706491,-0.0607416,-0.000165292,
12655,1.43352,0.912398,0.178749,0.0653736,-0.00706491,-0.0607416,-0.000165292,
12594.5,1.44267,0.930731,0.183727,0.0665176,-0.00718947,-0.0597045,-0.00154427,
12528.5,1.45062,0.94113,0.188916,0.0685854,-0.00749167,-0.060638,-0.00219629,
12533,1.44951,0.938272,0.189634,0.0686473,-0.00746357,-0.0603693,-0.00237509,
12529,1.44972,0.93829,0.190468,0.0688636,-0.00749809,-0.0603958,-0.00244519,
12577,1.44603,0.932818,0.191307,0.0693506,-0.00749665,-0.0597607,-0.00275845,
12559,1.44896,0.936148,0.19088,0.0695305,-0.00760746,-0.0608347,-0.00250795,
12563.5,1.45019,0.935143,0.192829,0.069929,-0.00765406,-0.060845,-0.002712,
12531,1.45743,0.948167,0.191687,0.069784,-0.00764596,-0.0616641,-0.00258479,
12533,1.4574,0.948439,0.191538,0.069652,-0.00763294,-0.0616458,-0.00254181,
12632,1.44694,0.935494,0.188631,0.0686898,-0.00735258,-0.0597096,-0.00265978,
12643.5,1.44797,0.940041,0.18489,0.0680315,-0.00712618,-0.0592223,-0.00272649,
12589.5,1.454,0.946821,0.183938,0.067092,-0.00733259,-0.0622699,-0.00133532,
12589.5,1.454,0.946821,0.183938,0.067092,-0.00733259,-0.0622699,-0.00133532,
12599.5,1.45271,0.952622,0.184662,0.0670415,-0.00720663,-0.0609483,-0.00192544,
12616.5,1.45198,0.948507,0.188279,0.0678498,-0.00725432,-0.0601584,-0.00248681,
12543,1.45851,0.957356,0.186451,0.0680402,-0.00744935,-0.0625703,-0.00179935,
12558,1.45683,0.953241,0.186737,0.0671589,-0.0073432,-0.0620949,-0.00162526,
12554,1.45709,0.953356,0.187037,0.06733,-0.00736493,-0.062136,-0.00168724,
12599,1.4506,0.944277,0.186525,0.0673088,-0.00725441,-0.060913,-0.00206224,
12565.5,1.45526,0.949517,0.187369,0.0679812,-0.00734957,-0.0612187,-0.00220217,
12515,1.45758,0.953489,0.188713,0.0681508,-0.00753153,-0.0627241,-0.0017347,
12515,1.45758,0.953489,0.188713,0.0681508,-0.00753153,-0.0627241,-0.0017347,
12572,1.45222,0.946612,0.184362,0.0670809,-0.00723394,-0.0612128,-0.00182221,
12521,1.45905,0.957999,0.183981,0.0672583,-0.00726016,-0.0618793,-0.00180754,
12537,1.45449,0.949916,0.185909,0.0676783,-0.00736088,-0.0618077,-0.00185673,
12537,1.45449,0.949916,0.185909,0.0676783,-0.00736088,-0.0618077,-0.00185673,
12563.5,1.45311,0.945591,0.182272,0.0667885,-0.00706151,-0.0602219,-0.00210676,
12492,1.45496,0.955028,0.183148,0.066423,-0.00712636,-0.0613948,-0.00169946,
12479,1.4544,0.95258,0.182988,0.0666792,-0.00716823,-0.0616044,-0.0016929,
12519.5,1.44856,0.935614,0.181278,0.0667787,-0.00721161,-0.0616478,-0.00140566,
12518.5,1.44853,0.935814,0.181248,0.0668309,-0.0072191,-0.0617074,-0.00140913,
12489.5,1.44844,0.943148,0.180309,0.0662761,-0.00703743,-0.0608697,-0.00172226,
12417,1.45426,0.952757,0.184094,0.0670701,-0.00717863,-0.0613967,-0.0020025,
12426.5,1.45411,0.949041,0.182422,0.0672613,-0.00720697,-0.0616491,-0.00188941,
12426.5,1.45411,0.949041,0.182422,0.0672613,-0.00720697,-0.0616491,-0.00188941,
12380.5,1.4536,0.945517,0.186474,0.0669269,-0.00731555,-0.0620001,-0.00154394,
12328,1.4584,0.951395,0.184238,0.0669288,-0.00735925,-0.0632119,-0.00103775,
12361,1.45329,0.941677,0.183489,0.0670265,-0.00732021,-0.0626619,-0.00129101,
12342.5,1.4528,0.939544,0.182706,0.0667334,-0.00730252,-0.0628126,-0.000985302,
12344.5,1.45263,0.939339,0.182625,0.0666914,-0.00729239,-0.0627532,-0.000996274,
12266.5,1.45415,0.944587,0.182398,0.0664003,-0.00726762,-0.0630532,-0.000761774,
12240,1.45527,0.946286,0.182843,0.0667251,-0.0073464,-0.0636455,-0.000590523,
12181.5,1.45719,0.953213,0.184793,0.0671463,-0.00746514,-0.0644831,-0.000464365,
12181.5,1.45719,0.953213,0.184793,0.0671463,-0.00746514,-0.0644831,-0.000464365,
12150.5,1.45933,0.954756,0.182633,0.066865,-0.00734804,-0.0637527,-0.000777458,
12103.5,1.46069,0.954196,0.182476,0.0664481,-0.00731605,-0.0644364,0.000110665,
12079.5,1.45832,0.954775,0.180724,0.0661404,-0.00720927,-0.0633332,-0.000562142,
12033,1.46158,0.957737,0.18283,0.0662883,-0.00728522,-0.0637417,-0.000424522,
12032,1.46173,0.957917,0.182937,0.0663151,-0.00729077,-0.0637509,-0.000441551,
11870,1.46496,0.965037,0.182126,0.0668193,-0.00736797,-0.0648091,-0.000218037,
11860,1.45959,0.950556,0.181727,0.0665652,-0.00731502,-0.0638788,-0.000299978,
11762,1.45999,0.951142,0.183991,0.0673896,-0.00749243,-0.0646461,-0.000414716,
11762,1.45999,0.951142,0.183991,0.0673896,-0.00749243,-0.0646461,-0.000414716,
11593,1.46311,0.95942,0.182648,0.0669521,-0.0074,-0.0647393,-0.000236848,
11493.5,1.46345,0.956768,0.183655,0.0679211,-0.00755395,-0.0650585,-0.000695751,
11432.5,1.46189,0.958278,0.183708,0.0668625,-0.00739819,-0.0643585,-0.000424202,
11262.5,1.47221,0.974686,0.18148,0.0668572,-0.00733833,-0.065888,0.000619119,
11269.5,1.47105,0.97306,0.181382,0.0667843,-0.00732423,-0.0657599,0.000619087,
11146,1.46746,0.968355,0.17887,0.066239,-0.00714147,-0.0651792,0.000992245,
11092.5,1.46343,0.961129,0.179065,0.066486,-0.00720073,-0.0651528,0.000880624,
11035,1.46478,0.964725,0.176472,0.0657545,-0.00692233,-0.064518,0.00150081,
11035,1.46478,0.964725,0.176472,0.0657545,-0.00692233,-0.064518,0.00150081,
10928,1.46468,0.961256,0.172999,0.0658968,-0.00670476,-0.0641631,0.00213302,
10903.5,1.45955,0.957678,0.168851,0.065205,-0.00635578,-0.0628603,0.00253278,
10825,1.46056,0.96057,0.170122,0.0657947,-0.00641731,-0.063314,0.00269672,
10825,1.46056,0.96057,0.170122,0.0657947,-0.00641731,-0.063314,0.00269672,
10772.5,1.45958,0.963338,0.171892,0.0651207,-0.0065936,-0.063558,0.00199842,
10584.5,1.46653,0.967068,0.176433,0.067608,-0.00693276,-0.0655643,0.00254151,
10524.5,1.46536,0.949072,0.188491,0.0696538,-0.00784021,-0.0678058,0.00149303,
10415.5,1.47624,0.960889,0.192397,0.0715189,-0.00826799,-0.0700743,0.00142204,
10417.5,1.47587,0.960456,0.192169,0.0714867,-0.00824878,-0.0700155,0.0014701,
10342.5,1.47657,0.969945,0.1921,0.070959,-0.00813831,-0.0698069,0.00155029,
10299.5,1.47677,0.968089,0.194496,0.0716467,-0.00831359,-0.070429,0.00155435,
10234,1.48051,0.969184,0.195006,0.0720829,-0.00841459,-0.0708992,0.0014939,
10235,1.48043,0.969224,0.194858,0.0720489,-0.00840162,-0.0708614,0.00151372,
10154.5,1.48206,0.96786,0.201087,0.0734001,-0.00887452,-0.0721926,0.000873155,
10072.5,1.48457,0.972394,0.201767,0.0733792,-0.00885905,-0.0723544,0.00111237,
10062.5,1.47984,0.960566,0.199555,0.0737884,-0.00871628,-0.0719622,0.0020492,
10042,1.48338,0.967146,0.197997,0.0735817,-0.00879099,-0.0723302,0.00126427,
10041,1.48368,0.967654,0.197902,0.0735599,-0.00878525,-0.0723283,0.00126156,
10047,1.46658,0.945492,0.196266,0.0743136,-0.00850412,-0.0710866,0.00286827,
10075.5,1.45976,0.934858,0.1967,0.0743641,-0.0084648,-0.070455,0.00303923,
10005.5,1.47057,0.95871,0.196915,0.074326,-0.00843425,-0.0711515,0.00311722,
10008.5,1.46983,0.957729,0.196727,0.074324,-0.00842877,-0.0711063,0.00311862,
10153.5,1.44754,0.935396,0.188925,0.0730122,-0.0074709,-0.0662044,0.00420923,
10182,1.43821,0.923205,0.183183,0.0737188,-0.00684034,-0.0634454,0.00515725,
10170,1.43923,0.927565,0.185261,0.0746545,-0.00681641,-0.0631745,0.00553337,
10251,1.43649,0.925131,0.179264,0.0709278,-0.00682202,-0.0629198,0.00417435,
10249,1.43662,0.925354,0.179262,0.0709791,-0.00682402,-0.0629579,0.00418757,
10297.5,1.43066,0.924294,0.177933,0.0707054,-0.00653499,-0.0612311,0.00449317,
10362.5,1.42818,0.92593,0.174614,0.0695295,-0.00622374,-0.0596592,0.00446745,
10391,1.42367,0.917058,0.172613,0.072212,-0.00586718,-0.0572744,0.00552943,
10391,1.42367,0.917058,0.172613,0.072212,-0.00586718,-0.0572744,0.00552943,
10428,1.42003,0.93125,0.175448,0.0707611,-0.00560431,-0.0564415,0.00554569,
10491.5,1.42275,0.922096,0.17255,0.071808,-0.00559981,-0.055989,0.00570373,
10558,1.42218,0.916874,0.168762,0.0733011,-0.00512148,-0.0541332,0.00634329,
10615.5,1.42115,0.917804,0.166643,0.0730147,-0.00474374,-0.0518308,0.00650869,
10615.5,1.42115,0.917804,0.166643,0.0730147,-0.00474374,-0.0518308,0.00650869,
10703,1.42111,0.916434,0.159876,0.0703662,-0.00477226,-0.0520951,0.0057383,
10894,1.39433,0.884721,0.158394,0.0719832,-0.00396461,-0.045902,0.00658489,
10885,1.39228,0.896414,0.151054,0.0659787,-0.00424681,-0.0486462,0.00503488,
10887,1.39223,0.89626,0.151051,0.0658621,-0.00425265,-0.0487211,0.00500697,
10778.5,1.40521,0.940865,0.148988,0.0656006,-0.0039359,-0.0479534,0.00515453,
10692.5,1.42051,0.9653,0.154446,0.072268,-0.00315368,-0.0419447,0.0069532,
10616,1.43765,0.993942,0.152313,0.0708554,-0.00353138,-0.0451041,0.00645842,
10616,1.43775,0.993812,0.152397,0.0709193,-0.00352577,-0.0450944,0.00647515,
10646,1.43444,0.993701,0.14808,0.0693824,-0.00371766,-0.0464526,0.00596976,
10714,1.42216,0.963857,0.143913,0.0695408,-0.00346074,-0.0442044,0.00603494,
10655.5,1.43526,0.992258,0.137723,0.0654645,-0.00374868,-0.0476585,0.00495845,
10583,1.43338,1.00242,0.14299,0.0654012,-0.00386888,-0.0478809,0.0050032,
10583,1.43338,1.00242,0.14299,0.0654012,-0.00386888,-0.0478809,0.0050032,
10719.5,1.39188,0.963564,0.141083,0.0621397,-0.0036373,-0.0456716,0.00454114,
10609,1.41424,0.988912,0.142325,0.0620399,-0.00416192,-0.0498028,0.00408216,
10607.5,1.40852,0.972323,0.147452,0.064614,-0.0044404,-0.0508173,0.0044788,
10608.5,1.40843,0.972541,0.147266,0.0646477,-0.00441815,-0.0506716,0.0045021,
10627,1.3881,0.966381,0.135135,0.0581387,-0.00436361,-0.050929,0.00274134,
10669.5,1.38235,0.946728,0.135118,0.0565445,-0.00438985,-0.0503986,0.00227089,
10706,1.36626,0.924939,0.131355,0.0549276,-0.00426151,-0.0496717,0.00189931,
10770,1.35337,0.910554,0.127831,0.0548434,-0.00396102,-0.0473117,0.00232315,
10770,1.35337,0.910554,0.127831,0.0548434,-0.00396102,-0.0473117,0.00232315,
10611.5,1.37032,0.94385,0.126847,0.0540051,-0.00392761,-0.0481012,0.00213387,
10705,1.35014,0.913617,0.123486,0.05388,-0.00356665,-0.0446988,0.00256794,
10552.5,1.37734,0.958023,0.120128,0.0515907,-0.00374381,-0.04787,0.00157455,
10554.5,1.37673,0.95719,0.120123,0.0515656,-0.00374893,-0.0478985,0.00155437,
10307,1.40079,0.995885,0.134142,0.064192,-0.00280608,-0.039913,0.00525431,
10356,1.38939,0.972944,0.130714,0.059553,-0.00336391,-0.0438302,0.00403634,
10168,1.4159,1.0234,0.129708,0.0563949,-0.00375955,-0.0492251,0.00302155,
10156,1.41657,1.02279,0.130028,0.0564035,-0.00372123,-0.0485723,0.0030797,
10156,1.41657,1.02279,0.130028,0.0564035,-0.00372123,-0.0485723,0.0030797,
10126,1.41781,1.03378,0.124204,0.0545325,-0.0035067,-0.0477568,0.00280088,
10262.5,1.38348,0.980732,0.118401,0.0528038,-0.0033689,-0.0458474,0.0024663,
9956,1.44495,1.09369,0.116569,0.0507056,-0.00347276,-0.0496182,0.00177107,
9955.5,1.44499,1.09378,0.116587,0.0506591,-0.00348147,-0.0496854,0.00174263,
9935,1.43884,1.08229,0.11454,0.0503097,-0.00343722,-0.0493407,0.00166455,
10010,1.41456,1.05332,0.109316,0.0478539,-0.00331337,-0.047876,0.00100047,
9971,1.42252,1.06346,0.108961,0.0485651,-0.00316449,-0.0469984,0.00157062,
10023,1.40374,1.03865,0.103956,0.0478394,-0.00292822,-0.0450086,0.00167548,
10030,1.40243,1.03619,0.103876,0.0476938,-0.00293613,-0.0450507,0.00162745,
9825.5,1.42647,1.08027,0.107598,0.0465615,-0.00329434,-0.0483478,9.32245e-05,
10023.5,1.38181,1.01777,0.108514,0.0506724,-0.00254145,-0.0369456,-0.00276765,
9919,1.39669,1.04625,0.105956,0.0454766,-0.00294813,-0.0430883,-0.00112864,
9917,1.39707,1.04684,0.105913,0.0454707,-0.00295104,-0.0431446,-0.00111749,
10088.5,1.33971,0.966712,0.106605,0.0454968,-0.00272767,-0.0380982,-0.00161231,
9960,1.35983,0.985373,0.10897,0.0452742,-0.00314027,-0.0440051,-0.000501218,
9985,1.35012,0.97035,0.106314,0.0442374,-0.00303273,-0.0433813,-7.8708e-05,
9985,1.35012,0.97035,0.106314,0.0442374,-0.00303273,-0.0433813,-7.8708e-05,
10116.5,1.32389,0.942921,0.098251,0.0418026,-0.00262354,-0.0392924,-0.000542313,
10160,1.31993,0.937416,0.0954551,0.0409007,-0.0025094,-0.0384708,-0.000483852,
10009.5,1.34418,0.972663,0.0978109,0.0420726,-0.00265422,-0.0403795,-0.000489267,
9982.5,1.34764,0.982536,0.0984813,0.0423818,-0.00260154,-0.0393769,-0.000853846,
9984.5,1.34754,0.982278,0.0985394,0.042397,-0.00260069,-0.0393364,-0.000863694,
10039.5,1.33073,0.953008,0.102956,0.0433369,-0.00273072,-0.0394073,-0.000960605,
9894,1.35606,0.996915,0.104714,0.0439481,-0.00280231,-0.0410336,-0.00101755,
9636.5,1.40184,1.07152,0.116395,0.046479,-0.00328021,-0.045561,-0.000962916,
9638,1.40198,1.07198,0.116353,0.0464178,-0.00327565,-0.0455392,-0.000952269,
9890.5,1.36154,1.00776,0.106212,0.043394,-0.00291963,-0.0426444,-0.000393156,
9947,1.35172,0.990426,0.10806,0.0442636,-0.00291537,-0.0412821,-0.000933835,
10046.5,1.33735,0.968721,0.104703,0.0432116,-0.00281024,-0.0403144,-0.000742077,
10070.5,1.3309,0.950032,0.109073,0.04597,-0.00287386,-0.0393617,-0.00152869,
10072,1.331,0.949571,0.108926,0.0459512,-0.00287494,-0.0393716,-0.0015177,
10186.5,1.3211,0.936037,0.102028,0.0428874,-0.00274987,-0.0396691,-0.00069756,
10076.5,1.35047,0.970925,0.107264,0.0469777,-0.00281319,-0.0395341,-0.0017907,
10002,1.37746,1.01823,0.107584,0.0466617,-0.00285368,-0.0404507,-0.00166935,
10002,1.37746,1.01823,0.107584,0.0466617,-0.00285368,-0.0404507,-0.00166935,
10046.5,1.37749,1.0128,0.105142,0.045858,-0.00284163,-0.040896,-0.00143692,
10058,1.36813,0.989354,0.108343,0.0459073,-0.00310825,-0.0431558,-0.000906028,
9978.5,1.39575,1.03315,0.110462,0.0480051,-0.00305007,-0.0422263,-0.00170799,
10105.5,1.37208,0.998649,0.108696,0.0482925,-0.0027718,-0.0383757,-0.00213522,
10092,1.37427,1.00158,0.109236,0.0486127,-0.0027771,-0.038387,-0.0021993,
10236.5,1.34584,0.95619,0.0996119,0.0439013,-0.00277083,-0.0401951,-0.000866522,
10163.5,1.34495,0.95814,0.100888,0.0437722,-0.00286399,-0.041563,-0.000508745,
9945.5,1.39332,1.02932,0.106539,0.0461542,-0.00309935,-0.0440569,-0.000932038,
9953.5,1.39151,1.02671,0.106537,0.0462065,-0.00308518,-0.043782,-0.000995915,
9997,1.38033,1.01526,0.107943,0.048787,-0.00269885,-0.0379364,-0.00229143,
10192,1.33133,0.943054,0.101546,0.0440195,-0.00272343,-0.0389386,-0.00111558,
10027,1.36504,0.989137,0.103104,0.0454936,-0.00284582,-0.0406816,-0.00126858,
9877,1.38725,1.03255,0.104957,0.0455853,-0.00287854,-0.0418258,-0.00128696,
9877,1.38721,1.03262,0.104932,0.0455829,-0.00287933,-0.0418374,-0.00128365,
9940,1.37121,1.00293,0.102155,0.0443017,-0.00293203,-0.0430662,-0.000534288,
9881.5,1.38443,1.02256,0.104882,0.0454422,-0.00296287,-0.0426547,-0.00103117,
9959,1.36232,0.984028,0.10666,0.0454408,-0.00304214,-0.0426287,-0.000867912,
9959,1.36232,0.984028,0.10666,0.0454408,-0.00304214,-0.0426287,-0.000867912,
10070,1.33869,0.952221,0.100867,0.0439261,-0.00281353,-0.0407989,-0.000795632,
10054.5,1.34423,0.966097,0.0984716,0.0429295,-0.00271569,-0.040495,-0.000644791,
10079,1.33737,0.958846,0.0985975,0.0426602,-0.00267326,-0.0399169,-0.000713091,
10079,1.33737,0.958846,0.0985975,0.0426602,-0.00267326,-0.0399169,-0.000713091,
10016,1.35081,0.981536,0.102318,0.0434636,-0.00278472,-0.040795,-0.000803922,
9937,1.36432,1.00246,0.107512,0.0444483,-0.00298372,-0.0425834,-0.000733824,
9980,1.36119,0.995422,0.105768,0.0440067,-0.00297225,-0.0429701,-0.000423804,
10095,1.34443,0.970561,0.103883,0.0432999,-0.00286591,-0.0415097,-0.00046907,
10095,1.34469,0.970769,0.103581,0.043227,-0.00285987,-0.0415263,-0.000433247,
10146,1.35295,0.977708,0.0991705,0.0439538,-0.00275992,-0.0405912,-0.000896658,
10170,1.35934,0.977832,0.104187,0.0454976,-0.00313235,-0.0447037,-2.83792e-05,
10309.5,1.35905,0.956409,0.0974699,0.0460152,-0.00276333,-0.042629,0.00136411,
10309.5,1.35905,0.956409,0.0974699,0.0460152,-0.00276333,-0.042629,0.00136411,
10302.5,1.36185,0.965858,0.102617,0.0473468,-0.00309283,-0.0453804,0.00115151,
9895.5,1.41099,1.07748,0.110083,0.0464837,-0.00310245,-0.0468543,0.00119639,
9765,1.46325,1.14229,0.116806,0.0496795,-0.00351817,-0.0512345,0.00139434,
10143.5,1.3861,1.0087,0.118705,0.0514624,-0.00313523,-0.0449387,0.00251968,
10143.5,1.3861,1.0087,0.118705,0.0514624,-0.00313523,-0.0449387,0.00251968,
9980.5,1.4141,1.07216,0.124111,0.0527547,-0.00311463,-0.0456421,0.00291908,
10009.5,1.41677,1.05996,0.127076,0.0548307,-0.0033358,-0.0471692,0.00313369,
10028,1.41013,1.04878,0.134039,0.057877,-0.00329998,-0.045896,0.00388546,
10032.5,1.4099,1.04856,0.134066,0.0579759,-0.00326398,-0.0456481,0.00393342,
10117.5,1.414,1.03788,0.126957,0.0548713,-0.00378359,-0.0503818,0.0025805,
10067.5,1.41571,1.06201,0.126678,0.053431,-0.0035577,-0.049054,0.00258187,
10245,1.39346,1.00709,0.126125,0.0530902,-0.00381433,-0.0495628,0.00207944,
10412,1.37795,0.96482,0.125709,0.0522368,-0.00423277,-0.0512408,-4.40975e-05,
10412,1.37795,0.96482,0.125709,0.0522368,-0.00423277,-0.0512408,-4.40975e-05,
10481.5,1.36522,0.942338,0.132235,0.0556703,-0.00413677,-0.0496647,0.00238787,
10315,1.38843,0.98292,0.144708,0.0652479,-0.00315922,-0.0443423,0.00549693,
10189.5,1.41584,1.00578,0.161165,0.0700871,-0.00412661,-0.0493184,0.00620141,
10191.5,1.41541,1.00511,0.161133,0.0701759,-0.00411259,-0.0491958,0.00622681,
10260,1.43701,1.0097,0.153746,0.0753192,-0.00337334,-0.0443553,0.00736979,
10520.5,1.40066,0.939001,0.154202,0.0773059,-0.00291471,-0.0401973,0.00792116,
10324.5,1.39506,0.964207,0.18572,0.0916866,-0.0007681,-0.0284599,0.0119396,
10464,1.4098,0.938665,0.173139,0.0715754,-0.00562134,-0.0572576,0.00564692,
10463,1.40988,0.938673,0.173157,0.0715703,-0.00563352,-0.0573178,0.00563415,
10286,1.4347,0.981972,0.185329,0.0792358,-0.00463329,-0.0522662,0.00840999,
10275,1.459,0.992871,0.181706,0.0732512,-0.00642333,-0.0630366,0.00549181,
10256,1.46315,0.978416,0.191499,0.0827981,-0.00594921,-0.0599416,0.00856193,
10255,1.46327,0.978479,0.191615,0.0828985,-0.00594141,-0.0599138,0.00859423,
10655,1.40127,0.871004,0.177328,0.0775234,-0.00584554,-0.0571609,0.00696046,
10274.5,1.45823,0.974236,0.187216,0.0740114,-0.00703855,-0.0649117,0.00513404,
10271.5,1.46403,0.974506,0.188621,0.0720618,-0.00768309,-0.0684487,0.00339913,
10271.5,1.46403,0.974506,0.188621,0.0720618,-0.00768309,-0.0684487,0.00339913,
10343,1.43364,0.929865,0.18596,0.074571,-0.00700681,-0.0651038,0.0052932,
10184.5,1.46043,0.966497,0.191403,0.0747361,-0.0074001,-0.0675827,0.00501372,
10171.5,1.46527,0.970171,0.190454,0.0764503,-0.0072736,-0.0671648,0.00567403,
10144.5,1.46379,0.985023,0.190623,0.0756892,-0.00672684,-0.0652107,0.00611605,
10144.5,1.46379,0.985023,0.190623,0.0756892,-0.00672684,-0.0652107,0.00611605,
10301,1.44871,0.942519,0.189581,0.078552,-0.00635394,-0.0625672,0.00717754,
10145.5,1.45945,0.976299,0.198267,0.0818432,-0.00595485,-0.0607916,0.00855759,
10321.5,1.43704,0.932877,0.192326,0.0818679,-0.00550447,-0.0578381,0.00867362,
10312.5,1.43832,0.933406,0.193088,0.0819605,-0.00564902,-0.058476,0.00862539,
10391.5,1.41066,0.908131,0.187131,0.0790932,-0.00518111,-0.0554722,0.00810838,
10490.5,1.4007,0.881745,0.18659,0.0781944,-0.0056622,-0.0573756,0.00755974,
10555.5,1.39071,0.859163,0.186031,0.0815522,-0.00511877,-0.0543611,0.00864283,
